META,PMID,AUTHOR,YEAR,AgeR,AgeC,SexR,SexC,HanR,HanC,PreR,PreC,CNSR,CNSC,NeuR,NeuC,MedR,MedC,RepR,RepC,EleR,EleC,TarR,TarC,PriR,PriC,NonR,NonC,CoiR,CoiC,OriR,OriC,CurR,CurC,LocR,LocC,StiR,StiC,IntR,IntC,PulR,PulC,HotR,HotC,MEPR,MEPC,DayR,DayC,AttR,AttC,ThrR,ThrC,NumR,NumC,TesR,TesC,ConR,ConC,ISIR,ISIC,MeaR,MeaC,UncR,UncC,TOT,NUMR,NUMC,SUMR,SUMC,PERCR,PERCC,R1R,R1C,R2R,R2C,PERCAG,PERCCH,AC1,AC95U,AC95L,KAPPA,KAPU,KAPL
SIOW 2019,18401025,Orlacchio,2008,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,1,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,4.3,23,0,1,0,4.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,18434014,Serranova,2008,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,1,NAN,NAN,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,47.8,23,0,11,0,47.8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,17928003,Liu,2008,1,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,1,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,4.3,23,0,1,0,4.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,19072839,Liu,2009,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,1,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,8.7,23,0,2,0,8.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,18855023,Schule,2009,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,0.0,23,0,0,0,0.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,20550563,Battini,2011,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,4.3,23,0,1,0,4.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,21111673,Manganelli,2011,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,1,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,8.7,23,0,2,0,8.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,24221643,Fisher,2013,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,1,NAN,1,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,NAN,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,0,NAN,56.5,23,0,13,0,56.5,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,24107482,Karle,2013,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,21.7,23,0,5,0,21.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,23302284,Oguz,2013,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,1,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,8.7,23,0,2,0,8.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,24648003,Giananneschi,2014,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,1,NAN,1,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,0,NAN,NAN,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,65.2,23,0,15,0,65.2,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,24117163,Roos,2014,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,4.3,23,0,1,0,4.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,25683471,Geevasinga,2015,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,1,NAN,1,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,0,NAN,NAN,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,47.8,23,0,11,0,47.8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,25695920,Rinaldi,2015,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,4.3,23,0,1,0,4.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,27956894,Denton,2016,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,43.5,23,0,10,0,43.5,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
SIOW 2019,27077743,Martinuzzi,2016,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,0,NAN,0.0,23,0,0,0,0.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,15975980,Stinear,2005,1,1,1,NAN,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,NAN,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,69.4,24,25,17,17,70.8,68.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,16887105,Prior,2006,1,1,1,NAN,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,NAN,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,67.3,24,25,16,17,66.7,68.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,17459350,Jayaram,2007,1,1,1,NAN,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,NAN,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,67.3,24,25,17,16,70.8,64.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,17202240,Mrachacz-Kersting,2007,1,0,1,NAN,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,NAN,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,69.4,24,25,17,17,70.8,68.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,17537908,Roy ,2007,1,0,1,NAN,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NAN,1,1,1,1,1,1,1,1,1,1,1,1,NAN,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,69.6,28,28,20,19,71.4,67.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,22836519,Kumpulainen ,2012,1,1,1,NAN,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NAN,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,59.2,24,25,14,15,58.3,60.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,25659758,Kumpulainen ,2015,1,1,1,NAN,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,NAN,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,NAN,NAN,1,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,63.8,23,24,15,15,65.2,62.5,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,28473764,Mrachacz-Kersting,2017,1,1,1,NAN,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,NAN,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,73.5,24,25,18,18,75.0,72.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,14557574,Uy,2003,1,0,1,NAN,0,0,0,0,0,0,NAN,NAN,0,0,0,0,0,0,1,1,0,0,NAN,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,36.2,23,24,9,8,39.1,33.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,17973101,Jayaram,2008,1,1,1,NAN,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,NAN,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,NAN,NAN,1,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,74.5,23,24,18,17,78.3,70.8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,19584748,Jayaram,2009,1,1,1,NAN,0,0,0,0,0,0,NAN,NAN,0,0,0,0,1,0,1,1,1,1,NAN,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,72.3,23,24,17,17,73.9,70.8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ALDER 2019,21130032,Rogers ,2011,1,1,1,NAN,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,NAN,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,NAN,NAN,0,0,1,1,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,59.6,23,24,13,15,56.5,62.5,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,12951200,Schwenkreis ,2003,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,56.0,25,0,14,0,56.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,11880189,Irlbacher ,2002,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,0,NAN,56.0,25,0,14,0,56.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,11331390,Karl ,2001,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,60.0,25,0,15,0,60.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,11275535,Schwenkreis ,2001,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,56.0,25,0,14,0,56.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,2004259,Cohen ,1991,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,0,NAN,48.0,25,0,12,0,48.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,21391244,Gagné ,2011,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,NAN,NAN,0,NAN,0,NAN,1,NAN,1,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,76.0,25,0,19,0,76.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,11303768,Hamzei ,2001,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,52.0,25,0,13,0,52.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,7884476,Kew ,1994,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,48.0,25,0,12,0,48.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,10408544,Roricht ,1999,1,NAN,1,NAN,0,NAN,0,NAN,0,NAN,NAN,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,1,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,52.0,25,0,13,0,52.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,10218906,Dettmers ,1999,1,NAN,1,NAN,1,NAN,0,NAN,0,NAN,NAN,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,60.0,25,0,15,0,60.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
GUNDUZ 2020,8930960,Pascual-Leone ,1996,1,NAN,1,NAN,1,NAN,1,NAN,1,NAN,NAN,NAN,1,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,0,NAN,0,NAN,0,NAN,1,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,0,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,1,NAN,60.0,25,0,15,0,60.0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,30018018,Algoet,2018,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,0,0,1,1,NAN,1,NAN,0,1,NAN,0,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,0,0,1,1,NAN,NAN,NAN,1,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,55.2,15,14,10,6,66.7,42.9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,30904520,Alhassani,2019,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,0,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,0,0,1,0,NAN,NAN,NAN,1,1,1,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,58.6,15,14,12,5,80.0,35.7,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,29853849,Billot,2018,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,1,1,1,NAN,1,NAN,0,1,NAN,1,1,NAN,NAN,1,1,1,NAN,1,1,NAN,NAN,0,0,0,0,1,NAN,NAN,1,1,0,1,1,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,76.7,16,14,13,10,81.3,71.4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,26874884,Burns,2016,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,0,0,NAN,0,NAN,0,1,NAN,1,1,NAN,NAN,1,1,1,NAN,1,1,NAN,NAN,1,0,0,0,1,NAN,NAN,0,0,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,53.3,16,14,12,4,75.0,28.6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,12836584,Cheong,2003,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,0,0,0,0,NAN,0,NAN,0,0,NAN,0,0,NAN,NAN,0,0,1,NAN,1,0,NAN,NAN,0,0,1,0,NAN,NAN,NAN,1,0,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,0,0,NAN,NAN,27.6,15,14,6,2,40.0,14.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,31206866,Delahunty ,2019,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,0,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,0,0,1,NAN,1,1,NAN,NAN,1,0,1,0,NAN,NAN,NAN,1,1,0,0,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,48.3,15,14,10,4,66.7,28.6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,17134682,Del Santo,2007,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,0,0,0,0,NAN,0,NAN,0,1,NAN,0,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,0,1,0,1,NAN,NAN,1,0,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,46.7,16,14,11,3,68.8,21.4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,21601513,Dube,2011,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,1,1,NAN,0,NAN,1,0,NAN,0,1,NAN,NAN,1,1,0,NAN,1,1,NAN,NAN,1,0,1,1,NAN,NAN,NAN,1,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,65.5,15,14,11,8,73.3,57.1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,15135940,Fadiga,2004,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,0,0,NAN,0,NAN,0,0,NAN,0,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,0,0,0,NAN,NAN,NAN,1,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,0,0,NAN,NAN,37.9,15,14,9,2,60.0,14.3,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,11698155,Farina,2001,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,0,0,1,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,0,0,1,1,NAN,NAN,NAN,0,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,48.3,15,14,11,3,73.3,21.4,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,20232062,Fierro,2010,1,NAN,1,NAN,0,NAN,NAN,NAN,NAN,NAN,NAN,0,NAN,NAN,0,NAN,1,0,1,0,NAN,1,NAN,0,0,NAN,0,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,0,0,1,0,1,NAN,NAN,1,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,50.0,16,14,11,4,68.8,28.6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
ROHEL 2021,16328282,Halkjaer,2006,1,NAN,1,NAN,1,NAN,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,0,NAN,1,0,0,0,NAN,0,NAN,0,1,NAN,1,0,NAN,NAN,1,0,1,NAN,1,1,NAN,NAN,1,0,1,1,0,NAN,NAN,0,1,0,1,0,NAN,NAN,NAN,NAN,NAN,NAN,1,1,NAN,NAN,56.7,16,14,13,4,81.3,28.6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
